file	size_bytes
data/raw/fastq/SRR7450738_1.fastq.gz	5604335
data/raw/fastq/SRR7450759_2.fastq.gz	5230655
data/raw/fastq/SRR7450741_1.fastq.gz	5772502
data/raw/fastq/SRR7450738_2.fastq.gz	7027718
data/raw/fastq/SRR7450741_2.fastq.gz	6794238
data/raw/fastq/SRR7450759_1.fastq.gz	4254167
